"State","Date","Day","Confirmed.Indians","Confirmed.Foreigners","Total.Confirmed","Deaths","Recovered","Active.Cases","Closed.Cases","Death.Rate"
"Uttar Pradesh","14/03/2020",44,10,1,11,0,0,11,0,0
"Uttarakhand","14/03/2020",44,0,0,0,0,0,0,0,0
"West Bengal","14/03/2020",44,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","15/03/2020",45,0,0,0,0,0,0,0,0
"Andhra Pradesh","15/03/2020",45,1,0,1,0,0,1,0,0
"Bihar","15/03/2020",45,0,0,0,0,0,0,0,0
"Chandigarh","15/03/2020",45,0,0,0,0,0,0,0,0
"Chhattisgarh","15/03/2020",45,0,0,0,0,0,0,0,0
"Delhi","15/03/2020",45,7,0,7,1,1,5,2,14.29
"Goa","15/03/2020",45,0,0,0,0,0,0,0,0
"Gujarat","15/03/2020",45,0,0,0,0,0,0,0,0
"Haryana","15/03/2020",45,0,14,14,0,0,14,0,0
"Himachal Pradesh","15/03/2020",45,0,0,0,0,0,0,0,0
"Jammu and Kashmir","15/03/2020",45,2,0,2,0,0,2,0,0
"Karnataka","15/03/2020",45,6,0,6,1,0,5,1,16.67
"Kerala","15/03/2020",45,19,0,19,0,3,16,3,0
"Ladakh","15/03/2020",45,3,0,3,0,0,3,0,0
"Madhya Pradesh","15/03/2020",45,0,0,0,0,0,0,0,0
"Maharashtra","15/03/2020",45,14,0,14,0,0,14,0,0
"Manipur","15/03/2020",45,0,0,0,0,0,0,0,0
"Mizoram","15/03/2020",45,0,0,0,0,0,0,0,0
"Odisha","15/03/2020",45,0,0,0,0,0,0,0,0
"Puducherry","15/03/2020",45,0,0,0,0,0,0,0,0
"Punjab","15/03/2020",45,1,0,1,0,0,1,0,0
"Rajasthan","15/03/2020",45,1,2,3,0,1,2,1,0
"Tamil Nadu","15/03/2020",45,1,0,1,0,0,1,0,0
"Telengana","15/03/2020",45,1,0,1,0,0,1,0,0
"Uttar Pradesh","15/03/2020",45,11,1,12,0,5,7,5,0
"Uttarakhand","15/03/2020",45,0,0,0,0,0,0,0,0
"West Bengal","15/03/2020",45,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","16/03/2020",46,0,0,0,0,0,0,0,0
"Andhra Pradesh","16/03/2020",46,1,0,1,0,0,1,0,0
"Bihar","16/03/2020",46,0,0,0,0,0,0,0,0
"Chandigarh","16/03/2020",46,0,0,0,0,0,0,0,0
"Chhattisgarh","16/03/2020",46,0,0,0,0,0,0,0,0
"Delhi","16/03/2020",46,7,0,7,1,2,4,3,14.29
"Goa","16/03/2020",46,0,0,0,0,0,0,0,0
"Gujarat","16/03/2020",46,0,0,0,0,0,0,0,0
"Haryana","16/03/2020",46,0,14,14,0,0,14,0,0
"Himachal Pradesh","16/03/2020",46,0,0,0,0,0,0,0,0
"Jammu and Kashmir","16/03/2020",46,2,0,2,0,0,2,0,0
"Karnataka","16/03/2020",46,6,0,6,1,0,5,1,16.67
"Kerala","16/03/2020",46,22,0,22,0,3,19,3,0
"Ladakh","16/03/2020",46,3,0,3,0,0,3,0,0
"Madhya Pradesh","16/03/2020",46,0,0,0,0,0,0,0,0
"Maharashtra","16/03/2020",46,32,0,32,0,0,32,0,0
"Manipur","16/03/2020",46,0,0,0,0,0,0,0,0
"Mizoram","16/03/2020",46,0,0,0,0,0,0,0,0
"Odisha","16/03/2020",46,0,0,0,0,0,0,0,0
"Puducherry","16/03/2020",46,0,0,0,0,0,0,0,0
"Punjab","16/03/2020",46,1,0,1,0,0,1,0,0
"Rajasthan","16/03/2020",46,2,2,4,0,3,1,3,0
"Tamil Nadu","16/03/2020",46,1,0,1,0,0,1,0,0
"Telengana","16/03/2020",46,3,0,3,0,1,2,1,0
"Uttar Pradesh","16/03/2020",46,12,1,13,0,4,9,4,0
"Uttarakhand","16/03/2020",46,1,0,1,0,0,1,0,0
"West Bengal","16/03/2020",46,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","17/03/2020",47,0,0,0,0,0,0,0,0
"Andhra Pradesh","17/03/2020",47,1,0,1,0,0,1,0,0
"Bihar","17/03/2020",47,0,0,0,0,0,0,0,0
"Chandigarh","17/03/2020",47,0,0,0,0,0,0,0,0
"Chhattisgarh","17/03/2020",47,0,0,0,0,0,0,0,0
"Delhi","17/03/2020",47,7,0,7,1,2,4,3,14.29
"Goa","17/03/2020",47,0,0,0,0,0,0,0,0
"Gujarat","17/03/2020",47,0,0,0,0,0,0,0,0
"Haryana","17/03/2020",47,0,14,14,0,0,14,0,0
"Himachal Pradesh","17/03/2020",47,0,0,0,0,0,0,0,0
"Jammu and Kashmir","17/03/2020",47,3,0,3,0,0,3,0,0
"Karnataka","17/03/2020",47,6,0,6,1,0,5,1,16.67
"Kerala","17/03/2020",47,23,0,23,0,3,20,3,0
"Ladakh","17/03/2020",47,4,0,4,0,0,4,0,0
"Madhya Pradesh","17/03/2020",47,0,0,0,0,0,0,0,0
"Maharashtra","17/03/2020",47,32,0,32,0,0,32,0,0
"Manipur","17/03/2020",47,0,0,0,0,0,0,0,0
"Mizoram","17/03/2020",47,0,0,0,0,0,0,0,0
"Odisha","17/03/2020",47,1,0,1,0,0,1,0,0
"Puducherry","17/03/2020",47,0,0,0,0,0,0,0,0
"Punjab","17/03/2020",47,1,0,1,0,0,1,0,0
"Rajasthan","17/03/2020",47,2,2,4,0,3,1,3,0
"Tamil Nadu","17/03/2020",47,1,0,1,0,0,1,0,0
"Telengana","17/03/2020",47,3,0,3,0,1,2,1,0
"Uttar Pradesh","17/03/2020",47,12,1,13,0,4,9,4,0
"Uttarakhand","17/03/2020",47,1,0,1,0,0,1,0,0
"West Bengal","17/03/2020",47,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","18/03/2020",48,0,0,0,0,0,0,0,0
"Andhra Pradesh","18/03/2020",48,1,0,1,0,0,1,0,0
"Bihar","18/03/2020",48,0,0,0,0,0,0,0,0
"Chandigarh","18/03/2020",48,0,0,0,0,0,0,0,0
"Chhattisgarh","18/03/2020",48,0,0,0,0,0,0,0,0
"Delhi","18/03/2020",48,8,0,8,1,2,5,3,12.5
"Goa","18/03/2020",48,0,0,0,0,0,0,0,0
"Gujarat","18/03/2020",48,0,0,0,0,0,0,0,0
"Haryana","18/03/2020",48,1,14,15,0,0,15,0,0
"Himachal Pradesh","18/03/2020",48,0,0,0,0,0,0,0,0
"Jammu and Kashmir","18/03/2020",48,3,0,3,0,0,3,0,0
"Karnataka","18/03/2020",48,11,0,11,1,0,10,1,9.09
"Kerala","18/03/2020",48,24,2,26,0,3,23,3,0
"Ladakh","18/03/2020",48,6,0,6,0,0,6,0,0
"Madhya Pradesh","18/03/2020",48,0,0,0,0,0,0,0,0
"Maharashtra","18/03/2020",48,36,3,39,1,0,38,1,2.56
"Manipur","18/03/2020",48,0,0,0,0,0,0,0,0
"Mizoram","18/03/2020",48,0,0,0,0,0,0,0,0
"Odisha","18/03/2020",48,1,0,1,0,0,1,0,0
"Puducherry","18/03/2020",48,0,0,0,0,0,0,0,0
"Punjab","18/03/2020",48,1,0,1,0,0,1,0,0
"Rajasthan","18/03/2020",48,2,2,4,0,3,1,3,0
"Tamil Nadu","18/03/2020",48,1,0,1,0,0,1,0,0
"Telengana","18/03/2020",48,3,2,5,0,1,4,1,0
"Uttar Pradesh","18/03/2020",48,14,1,15,0,5,10,5,0
"Uttarakhand","18/03/2020",48,1,0,1,0,0,1,0,0
"West Bengal","18/03/2020",48,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","19/03/2020",49,0,0,0,0,0,0,0,0
"Andhra Pradesh","19/03/2020",49,1,0,1,0,0,1,0,0
"Bihar","19/03/2020",49,0,0,0,0,0,0,0,0
"Chandigarh","19/03/2020",49,0,0,0,0,0,0,0,0
"Chhattisgarh","19/03/2020",49,0,0,0,0,0,0,0,0
"Delhi","19/03/2020",49,9,1,10,1,2,7,3,10
"Goa","19/03/2020",49,0,0,0,0,0,0,0,0
"Gujarat","19/03/2020",49,0,0,0,0,0,0,0,0
"Haryana","19/03/2020",49,3,14,17,0,0,17,0,0
"Himachal Pradesh","19/03/2020",49,0,0,0,0,0,0,0,0
"Jammu and Kashmir","19/03/2020",49,3,0,3,0,0,3,0,0
"Karnataka","19/03/2020",49,11,0,11,1,0,10,1,9.09
"Kerala","19/03/2020",49,25,2,27,0,3,24,3,0
"Ladakh","19/03/2020",49,8,0,8,0,0,8,0,0
"Madhya Pradesh","19/03/2020",49,0,0,0,0,0,0,0,0
"Maharashtra","19/03/2020",49,39,3,42,1,0,41,1,2.38
"Manipur","19/03/2020",49,0,0,0,0,0,0,0,0
"Mizoram","19/03/2020",49,0,0,0,0,0,0,0,0
"Odisha","19/03/2020",49,1,0,1,0,0,1,0,0
"Puducherry","19/03/2020",49,1,0,1,0,0,1,0,0
"Punjab","19/03/2020",49,1,0,1,0,0,1,0,0
"Rajasthan","19/03/2020",49,2,2,4,0,3,1,3,0
"Tamil Nadu","19/03/2020",49,1,0,1,0,0,1,0,0
"Telengana","19/03/2020",49,4,2,6,0,1,5,1,0
"Uttar Pradesh","19/03/2020",49,15,1,16,0,5,11,5,0
"Uttarakhand","19/03/2020",49,1,0,1,0,0,1,0,0
"West Bengal","19/03/2020",49,1,0,1,0,0,1,0,0
"Andaman and Nicobar Islands","20/03/2020",50,0,0,0,0,0,0,0,0
"Andhra Pradesh","20/03/2020",50,2,0,2,0,0,2,0,0
"Bihar","20/03/2020",50,0,0,0,0,0,0,0,0
"Chandigarh","20/03/2020",50,1,0,1,0,0,1,0,0
"Chhattisgarh","20/03/2020",50,1,0,1,0,0,1,0,0
"Delhi","20/03/2020",50,11,1,12,1,3,8,4,8.33
"Goa","20/03/2020",50,0,0,0,0,0,0,0,0
"Gujarat","20/03/2020",50,0,0,0,0,0,0,0,0
"Haryana","20/03/2020",50,3,14,17,0,0,17,0,0
"Himachal Pradesh","20/03/2020",50,0,0,0,0,0,0,0,0
"Jammu and Kashmir","20/03/2020",50,4,0,4,0,0,4,0,0
"Karnataka","20/03/2020",50,14,0,14,1,0,13,1,7.14
"Kerala","20/03/2020",50,25,2,27,0,3,24,3,0
"Ladakh","20/03/2020",50,8,0,8,0,0,8,0,0
"Madhya Pradesh","20/03/2020",50,0,0,0,0,0,0,0,0
"Maharashtra","20/03/2020",50,44,3,47,1,0,46,1,2.13
"Manipur","20/03/2020",50,0,0,0,0,0,0,0,0
"Mizoram","20/03/2020",50,0,0,0,0,0,0,0,0
"Odisha","20/03/2020",50,1,0,1,0,0,1,0,0
"Puducherry","20/03/2020",50,1,0,1,0,0,1,0,0
"Punjab","20/03/2020",50,2,0,2,1,0,1,1,50
"Rajasthan","20/03/2020",50,5,2,7,0,3,4,3,0
"Tamil Nadu","20/03/2020",50,2,0,2,0,1,1,1,0
"Telengana","20/03/2020",50,4,2,6,0,1,5,1,0
"Uttar Pradesh","20/03/2020",50,18,1,19,0,9,10,9,0
"Uttarakhand","20/03/2020",50,1,0,1,0,0,1,0,0
"West Bengal","20/03/2020",50,1,0,1,0,0,1,0,0
"Andaman and Nicobar Islands","21/03/2020",51,0,0,0,0,0,0,0,0
"Andhra Pradesh","21/03/2020",51,3,0,3,0,0,3,0,0
"Bihar","21/03/2020",51,0,0,0,0,0,0,0,0
"Chandigarh","21/03/2020",51,1,0,1,0,0,1,0,0
"Chhattisgarh","21/03/2020",51,1,0,1,0,0,1,0,0
"Delhi","21/03/2020",51,16,1,17,1,5,11,6,5.88
"Goa","21/03/2020",51,0,0,0,0,0,0,0,0
"Gujarat","21/03/2020",51,5,0,5,0,0,5,0,0
"Haryana","21/03/2020",51,3,14,17,0,0,17,0,0
"Himachal Pradesh","21/03/2020",51,0,0,0,0,0,0,0,0
"Jammu and Kashmir","21/03/2020",51,4,0,4,0,0,4,0,0
"Karnataka","21/03/2020",51,15,0,15,1,1,13,2,6.67
"Kerala","21/03/2020",51,26,2,28,0,3,25,3,0
"Ladakh","21/03/2020",51,10,0,10,0,0,10,0,0
"Madhya Pradesh","21/03/2020",51,0,0,0,0,0,0,0,0
"Maharashtra","21/03/2020",51,49,3,52,1,0,51,1,1.92
"Manipur","21/03/2020",51,0,0,0,0,0,0,0,0
"Mizoram","21/03/2020",51,0,0,0,0,0,0,0,0
"Odisha","21/03/2020",51,2,0,2,0,0,2,0,0
"Puducherry","21/03/2020",51,1,0,1,0,0,1,0,0
"Punjab","21/03/2020",51,2,0,2,1,0,1,1,50
"Rajasthan","21/03/2020",51,15,2,17,0,3,14,3,0
"Tamil Nadu","21/03/2020",51,3,0,3,0,1,2,1,0
"Telengana","21/03/2020",51,8,9,17,0,1,16,1,0
"Uttar Pradesh","21/03/2020",51,22,1,23,0,9,14,9,0
"Uttarakhand","21/03/2020",51,3,0,3,0,0,3,0,0
"West Bengal","21/03/2020",51,2,0,2,0,0,2,0,0
"Andaman and Nicobar Islands","22/03/2020",52,0,0,0,0,0,0,0,0
"Andhra Pradesh","22/03/2020",52,3,0,3,0,0,3,0,0
"Bihar","22/03/2020",52,0,0,0,0,0,0,0,0
"Chandigarh","22/03/2020",52,1,0,1,0,0,1,0,0
"Chhattisgarh","22/03/2020",52,1,0,1,0,0,1,0,0
"Delhi","22/03/2020",52,25,1,26,1,5,20,6,3.85
"Goa","22/03/2020",52,0,0,0,0,0,0,0,0
"Gujarat","22/03/2020",52,7,0,7,0,0,7,0,0
"Haryana","22/03/2020",52,3,14,17,0,0,17,0,0
"Himachal Pradesh","22/03/2020",52,2,0,2,0,0,2,0,0
"Jammu and Kashmir","22/03/2020",52,4,0,4,0,0,4,0,0
"Karnataka","22/03/2020",52,15,0,15,1,1,13,2,6.67
"Kerala","22/03/2020",52,33,7,40,0,3,37,3,0
"Ladakh","22/03/2020",52,13,0,13,0,0,13,0,0
"Madhya Pradesh","22/03/2020",52,4,0,4,0,0,4,0,0
"Maharashtra","22/03/2020",52,60,3,63,1,0,62,1,1.59
"Manipur","22/03/2020",52,0,0,0,0,0,0,0,0
"Mizoram","22/03/2020",52,0,0,0,0,0,0,0,0
"Odisha","22/03/2020",52,2,0,2,0,0,2,0,0
"Puducherry","22/03/2020",52,1,0,1,0,0,1,0,0
"Punjab","22/03/2020",52,13,0,13,1,0,12,1,7.69
"Rajasthan","22/03/2020",52,15,2,17,0,3,14,3,0
"Tamil Nadu","22/03/2020",52,3,0,3,0,1,2,1,0
"Telengana","22/03/2020",52,10,11,21,0,1,20,1,0
"Uttar Pradesh","22/03/2020",52,23,1,24,0,9,15,9,0
"Uttarakhand","22/03/2020",52,3,0,3,0,0,3,0,0
"West Bengal","22/03/2020",52,3,0,3,0,0,3,0,0
"Andaman and Nicobar Islands","23/03/2020",53,0,0,0,0,0,0,0,0
"Andhra Pradesh","23/03/2020",53,5,0,5,0,0,5,0,0
"Bihar","23/03/2020",53,2,0,2,1,0,1,1,50
"Chandigarh","23/03/2020",53,5,0,5,0,0,5,0,0
"Chhattisgarh","23/03/2020",53,1,0,1,0,0,1,0,0
"Delhi","23/03/2020",53,28,1,29,1,5,23,6,3.45
"Goa","23/03/2020",53,0,0,0,0,0,0,0,0
"Gujarat","23/03/2020",53,18,0,18,1,0,17,1,5.56
"Haryana","23/03/2020",53,7,14,21,0,0,21,0,0
"Himachal Pradesh","23/03/2020",53,2,0,2,0,0,2,0,0
"Jammu and Kashmir","23/03/2020",53,4,0,4,0,0,4,0,0
"Karnataka","23/03/2020",53,26,0,26,1,2,23,3,3.85
"Kerala","23/03/2020",53,45,7,52,0,3,49,3,0
"Ladakh","23/03/2020",53,13,0,13,0,0,13,0,0
"Madhya Pradesh","23/03/2020",53,4,0,4,0,0,4,0,0
"Maharashtra","23/03/2020",53,64,3,67,2,0,65,2,2.99
"Manipur","23/03/2020",53,0,0,0,0,0,0,0,0
"Mizoram","23/03/2020",53,0,0,0,0,0,0,0,0
"Odisha","23/03/2020",53,2,0,2,0,0,2,0,0
"Puducherry","23/03/2020",53,1,0,1,0,0,1,0,0
"Punjab","23/03/2020",53,21,0,21,1,0,20,1,4.76
"Rajasthan","23/03/2020",53,22,2,24,0,3,21,3,0
"Tamil Nadu","23/03/2020",53,5,2,7,0,1,6,1,0
"Telengana","23/03/2020",53,11,11,22,0,1,21,1,0
"Uttar Pradesh","23/03/2020",53,26,1,27,0,9,18,9,0
"Uttarakhand","23/03/2020",53,3,0,3,0,0,3,0,0
"West Bengal","23/03/2020",53,4,0,4,0,0,4,0,0
"Andaman and Nicobar Islands","24/03/2020",54,0,0,0,0,0,0,0,0
"Andhra Pradesh","24/03/2020",54,7,0,7,0,0,7,0,0
"Bihar","24/03/2020",54,2,0,2,1,0,1,1,50
"Chandigarh","24/03/2020",54,6,0,6,0,0,6,0,0
"Chhattisgarh","24/03/2020",54,1,0,1,0,0,1,0,0
"Delhi","24/03/2020",54,28,1,29,1,5,23,6,3.45
"Goa","24/03/2020",54,0,0,0,0,0,0,0,0
"Gujarat","24/03/2020",54,29,0,29,1,0,28,1,3.45
"Haryana","24/03/2020",54,12,14,26,0,0,26,0,0
"Himachal Pradesh","24/03/2020",54,2,0,2,0,0,2,0,0
"Jammu and Kashmir","24/03/2020",54,4,0,4,0,0,4,0,0
"Karnataka","24/03/2020",54,33,0,33,1,2,30,3,3.03
"Kerala","24/03/2020",54,60,7,67,0,3,64,3,0
"Ladakh","24/03/2020",54,13,0,13,0,0,13,0,0
"Madhya Pradesh","24/03/2020",54,6,0,6,0,0,6,0,0
"Maharashtra","24/03/2020",54,71,3,74,2,0,72,2,2.7
"Manipur","24/03/2020",54,0,0,0,0,0,0,0,0
"Mizoram","24/03/2020",54,0,0,0,0,0,0,0,0
"Odisha","24/03/2020",54,2,0,2,0,0,2,0,0
"Puducherry","24/03/2020",54,1,0,1,0,0,1,0,0
"Punjab","24/03/2020",54,21,0,21,1,0,20,1,4.76
"Rajasthan","24/03/2020",54,26,2,28,0,3,25,3,0
"Tamil Nadu","24/03/2020",54,7,2,9,0,1,8,1,0
"Telengana","24/03/2020",54,22,10,32,0,1,31,1,0
"Uttar Pradesh","24/03/2020",54,30,1,31,0,9,22,9,0
"Uttarakhand","24/03/2020",54,3,0,3,0,0,3,0,0
"West Bengal","24/03/2020",54,7,0,7,0,0,7,0,0
"Andaman and Nicobar Islands","25/03/2020",55,0,0,0,0,0,0,0,0
"Andhra Pradesh","25/03/2020",55,8,0,8,0,0,8,0,0
"Bihar","25/03/2020",55,3,0,3,1,0,2,1,33.33
"Chandigarh","25/03/2020",55,7,0,7,0,0,7,0,0
"Chhattisgarh","25/03/2020",55,1,0,1,0,0,1,0,0
"Delhi","25/03/2020",55,29,1,30,1,6,23,7,3.33
"Goa","25/03/2020",55,0,0,0,0,0,0,0,0
"Gujarat","25/03/2020",55,32,1,33,1,0,32,1,3.03
"Haryana","25/03/2020",55,14,14,28,0,11,17,11,0
"Himachal Pradesh","25/03/2020",55,3,0,3,1,0,2,1,33.33
"Jammu and Kashmir","25/03/2020",55,4,0,4,0,0,4,0,0
"Karnataka","25/03/2020",55,37,0,37,1,3,33,4,2.7
"Kerala","25/03/2020",55,87,8,95,0,4,91,4,0
"Ladakh","25/03/2020",55,13,0,13,0,0,13,0,0
"Madhya Pradesh","25/03/2020",55,7,0,7,0,0,7,0,0
"Maharashtra","25/03/2020",55,86,3,89,2,0,87,2,2.25
"Manipur","25/03/2020",55,1,0,1,0,0,1,0,0
"Mizoram","25/03/2020",55,0,0,0,0,0,0,0,0
"Odisha","25/03/2020",55,2,0,2,0,0,2,0,0
"Puducherry","25/03/2020",55,1,0,1,0,0,1,0,0
"Punjab","25/03/2020",55,29,0,29,1,0,28,1,3.45
"Rajasthan","25/03/2020",55,30,2,32,0,3,29,3,0
"Tamil Nadu","25/03/2020",55,13,2,15,0,1,14,1,0
"Telengana","25/03/2020",55,25,10,35,0,1,34,1,0
"Uttar Pradesh","25/03/2020",55,32,1,33,0,11,22,11,0
"Uttarakhand","25/03/2020",55,3,1,4,0,0,4,0,0
"West Bengal","25/03/2020",55,9,0,9,1,0,8,1,11.11
"Andaman and Nicobar Islands","26/03/2020",56,0,0,0,0,0,0,0,0
"Andhra Pradesh","26/03/2020",56,9,0,9,0,1,8,1,0
"Bihar","26/03/2020",56,4,0,4,1,0,3,1,25
"Chandigarh","26/03/2020",56,7,0,7,0,0,7,0,0
"Chhattisgarh","26/03/2020",56,1,0,1,0,0,1,0,0
"Delhi","26/03/2020",56,30,1,31,1,6,24,7,3.23
"Goa","26/03/2020",56,0,0,0,0,0,0,0,0
"Gujarat","26/03/2020",56,37,1,38,1,0,37,1,2.63
"Haryana","26/03/2020",56,14,14,28,0,11,17,11,0
"Himachal Pradesh","26/03/2020",56,3,0,3,1,0,2,1,33.33
"Jammu and Kashmir","26/03/2020",56,7,0,7,0,1,6,1,0
"Karnataka","26/03/2020",56,41,0,41,1,3,37,4,2.44
"Kerala","26/03/2020",56,101,8,109,0,4,105,4,0
"Ladakh","26/03/2020",56,13,0,13,0,0,13,0,0
"Madhya Pradesh","26/03/2020",56,14,0,14,0,0,14,0,0
"Maharashtra","26/03/2020",56,125,3,128,3,1,124,4,2.34
"Manipur","26/03/2020",56,1,0,1,0,0,1,0,0
"Mizoram","26/03/2020",56,1,0,1,0,0,1,0,0
"Odisha","26/03/2020",56,2,0,2,0,0,2,0,0
"Puducherry","26/03/2020",56,1,0,1,0,0,1,0,0
"Punjab","26/03/2020",56,29,0,29,1,0,28,1,3.45
"Rajasthan","26/03/2020",56,34,2,36,0,3,33,3,0
"Tamil Nadu","26/03/2020",56,16,2,18,0,1,17,1,0
"Telengana","26/03/2020",56,25,10,35,0,1,34,1,0
"Uttar Pradesh","26/03/2020",56,36,1,37,0,11,26,11,0
"Uttarakhand","26/03/2020",56,3,1,4,0,0,4,0,0
"West Bengal","26/03/2020",56,9,0,9,1,0,8,1,11.11
"Andaman and Nicobar Islands","27/03/2020",57,1,0,1,0,0,1,0,0
"Andhra Pradesh","27/03/2020",57,11,0,11,0,1,10,1,0
"Bihar","27/03/2020",57,6,0,6,1,0,5,1,16.67
"Chandigarh","27/03/2020",57,7,0,7,0,0,7,0,0
"Chhattisgarh","27/03/2020",57,6,0,6,0,0,6,0,0
"Delhi","27/03/2020",57,35,1,36,1,6,29,7,2.78
"Goa","27/03/2020",57,3,0,3,0,0,3,0,0
"Gujarat","27/03/2020",57,42,1,43,3,0,40,3,6.98
"Haryana","27/03/2020",57,16,14,30,0,11,19,11,0
"Himachal Pradesh","27/03/2020",57,3,0,3,1,0,2,1,33.33
"Jammu and Kashmir","27/03/2020",57,13,0,13,0,1,12,1,0
"Karnataka","27/03/2020",57,55,0,55,2,3,50,5,3.64
"Kerala","27/03/2020",57,110,8,118,0,6,112,6,0
"Ladakh","27/03/2020",57,13,0,13,0,0,13,0,0
"Madhya Pradesh","27/03/2020",57,20,0,20,1,0,19,1,5
"Maharashtra","27/03/2020",57,121,3,124,3,1,120,4,2.42
"Manipur","27/03/2020",57,1,0,1,0,0,1,0,0
"Mizoram","27/03/2020",57,1,0,1,0,0,1,0,0
"Odisha","27/03/2020",57,2,0,2,0,0,2,0,0
"Puducherry","27/03/2020",57,1,0,1,0,0,1,0,0
"Punjab","27/03/2020",57,33,0,33,1,0,32,1,3.03
"Rajasthan","27/03/2020",57,39,2,41,0,3,38,3,0
"Tamil Nadu","27/03/2020",57,20,6,26,1,1,24,2,3.85
"Telengana","27/03/2020",57,34,10,44,0,1,43,1,0
"Uttar Pradesh","27/03/2020",57,40,1,41,0,11,30,11,0
"Uttarakhand","27/03/2020",57,4,1,5,0,0,5,0,0
"West Bengal","27/03/2020",57,10,0,10,1,0,9,1,10
"Andaman and Nicobar Islands","28/03/2020",58,1,0,1,0,0,1,0,0
"Andhra Pradesh","28/03/2020",58,12,0,12,0,1,11,1,0
"Bihar","28/03/2020",58,6,0,6,1,0,5,1,16.67
"Chandigarh","28/03/2020",58,7,0,7,0,0,7,0,0
"Chhattisgarh","28/03/2020",58,6,0,6,0,0,6,0,0
"Delhi","28/03/2020",58,35,1,36,1,6,29,7,2.78
"Goa","28/03/2020",58,3,0,3,0,0,3,0,0
"Gujarat","28/03/2020",58,42,1,43,3,0,40,3,6.98
"Haryana","28/03/2020",58,16,14,30,0,11,19,11,0
"Himachal Pradesh","28/03/2020",58,3,0,3,1,0,2,1,33.33
"Jammu and Kashmir","28/03/2020",58,13,0,13,1,1,11,2,7.69
"Karnataka","28/03/2020",58,55,0,55,2,3,50,5,3.64
"Kerala","28/03/2020",58,129,8,137,0,11,126,11,0
"Ladakh","28/03/2020",58,13,0,13,0,3,10,3,0
"Madhya Pradesh","28/03/2020",58,20,0,20,1,0,19,1,5
"Maharashtra","28/03/2020",58,127,3,130,4,15,111,19,3.08
"Manipur","28/03/2020",58,1,0,1,0,0,1,0,0
"Mizoram","28/03/2020",58,1,0,1,0,0,1,0,0
"Odisha","28/03/2020",58,2,0,2,0,0,2,0,0
"Puducherry","28/03/2020",58,1,0,1,0,0,1,0,0
"Punjab","28/03/2020",58,33,0,33,1,0,32,1,3.03
"Rajasthan","28/03/2020",58,39,2,41,0,3,38,3,0
"Tamil Nadu","28/03/2020",58,23,6,29,1,1,27,2,3.45
"Telengana","28/03/2020",58,35,10,45,0,1,44,1,0
"Uttar Pradesh","28/03/2020",58,40,1,41,0,11,30,11,0
"Uttarakhand","28/03/2020",58,4,1,5,0,0,5,0,0
"West Bengal","28/03/2020",58,10,0,10,1,0,9,1,10
